priority_bucket,priority_score,table,domain,status,status_confidence,status_reason,migration_action,reference_count,source_files,indirect_coverage_hints,priority_reasons
EXCLUDE_OR_REVIEW,-10,local_table,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,126,var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/suite/test_reflection.py,[],test/fixture likely excluded
EXCLUDE_OR_REVIEW,-10,new_table,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,45,var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/suite/test_reflection.py,[],test/fixture likely excluded
EXCLUDE_OR_REVIEW,-10,no_implicit_returning,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,3,var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/suite/test_insert.py,[],test/fixture likely excluded
EXCLUDE_OR_REVIEW,-10,noncol_idx_test_nopk,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,16,var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/suite/test_reflection.py,[],test/fixture likely excluded
EXCLUDE_OR_REVIEW,-10,noncol_idx_test_pk,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,16,var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/suite/test_reflection.py,[],test/fixture likely excluded
EXCLUDE_OR_REVIEW,-10,percent%table,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,2,var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/suite/test_results.py,[],test/fixture likely excluded
EXCLUDE_OR_REVIEW,-10,related,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,594,var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/suite/test_reflection.py,[],test/fixture likely excluded
EXCLUDE_OR_REVIEW,-10,remote_table_2,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,17,var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/suite/test_reflection.py,[],test/fixture likely excluded
EXCLUDE_OR_REVIEW,-10,sa_multi_index,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,3,var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/suite/test_reflection.py,[],test/fixture likely excluded
EXCLUDE_OR_REVIEW,-10,seq_no_returning,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,8,var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/suite/test_sequence.py,[],test/fixture likely excluded
EXCLUDE_OR_REVIEW,-10,seq_opt_pk,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,2,var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/suite/test_sequence.py,[],test/fixture likely excluded
EXCLUDE_OR_REVIEW,-10,seq_pk,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,5,var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/suite/test_sequence.py,[],test/fixture likely excluded
EXCLUDE_OR_REVIEW,-10,some_other_table,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,28,var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/suite/test_cte.py,[],test/fixture likely excluded
EXCLUDE_OR_REVIEW,-10,stuff,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,167,var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/suite/test_select.py,[],test/fixture likely excluded
EXCLUDE_OR_REVIEW,-10,t2,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,632,var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/suite/test_reflection.py,[],test/fixture likely excluded
EXCLUDE_OR_REVIEW,-10,table,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,17341,var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/suite/test_reflection.py,[],test/fixture likely excluded
EXCLUDE_OR_REVIEW,-10,tb1,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,30,var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/suite/test_reflection.py,[],test/fixture likely excluded
EXCLUDE_OR_REVIEW,-10,tb2,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,11,var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/suite/test_reflection.py,[],test/fixture likely excluded
EXCLUDE_OR_REVIEW,-10,tbl,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,187,var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/suite/test_select.py,[],test/fixture likely excluded
EXCLUDE_OR_REVIEW,-10,tbl_a,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,7,var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/suite/test_select.py,[],test/fixture likely excluded
EXCLUDE_OR_REVIEW,-10,tbl_b,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,5,var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/suite/test_select.py,[],test/fixture likely excluded
EXCLUDE_OR_REVIEW,-10,test_table_2,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,4,var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/suite/test_reflection.py,[],test/fixture likely excluded
EXCLUDE_OR_REVIEW,-10,test_table_s,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,4,var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/suite/test_reflection.py,[],test/fixture likely excluded
EXCLUDE_OR_REVIEW,-10,testtable,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,2,var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/dialects/mysql/base.py,[],test/fixture likely excluded
EXCLUDE_OR_REVIEW,-10,text_table,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,13,var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/suite/test_types.py,[],test/fixture likely excluded
EXCLUDE_OR_REVIEW,-10,ts_test,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,7,var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/dialects/mysql/base.py,[],test/fixture likely excluded
EXCLUDE_OR_REVIEW,-10,unicode_table,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,17,var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/suite/test_types.py,[],test/fixture likely excluded
EXCLUDE_OR_REVIEW,-10,unitable1,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,10,var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/suite/test_unicode_ddl.py,[],test/fixture likely excluded
EXCLUDE_OR_REVIEW,-10,unnamed_sqlite,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,1,var/venvs/v12_10_17/lib/python3.13/site-packages/alembic/testing/suite/_autogen_fixtures.py,[],test/fixture likely excluded
EXCLUDE_OR_REVIEW,-10,uuid_table,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,22,var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/suite/test_types.py,[],test/fixture likely excluded
EXCLUDE_OR_REVIEW,-10,x5,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,547,var/venvs/v12_10_17/lib/python3.13/site-packages/alembic/testing/suite/_autogen_fixtures.py,[],test/fixture likely excluded
EXCLUDE_OR_REVIEW,-10,x6,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,576,var/venvs/v12_10_17/lib/python3.13/site-packages/alembic/testing/suite/_autogen_fixtures.py,[],test/fixture likely excluded
EXCLUDE_OR_REVIEW,-10,測試,uncategorized,test_or_fixture,0.9,"path/name contains test, fixture, mock, demo, or sample hint",exclude_from_schema; confirm test-only,3,var/venvs/v12_10_17/lib/python3.13/site-packages/sqlalchemy/testing/suite/test_unicode_ddl.py,"[{""migration_table"": ""rate_limit_attempts"", ""reason"": ""normalized substring/pluralization similarity"", ""strength"": ""medium""}, {""migration_table"": ""usage_events"", ""reason"": ""normalized substring/pluralization similarity"", ""strength"": ""medium""}, {""migration_table"": ""scan_jobs"", ""reason"": ""normalized substring/pluralization similarity"", ""strength"": ""medium""}, {""migration_table"": ""usage_counters"", ""reason"": ""normalized substring/pluralization similarity"", ""strength"": ""medium""}, {""migration_table"": ""targets"", ""reason"": ""normalized substring/pluralization similarity"", ""strength"": ""medium""}, {""migration_table"": ""review_decision_audit"", ""reason"": ""normalized substring/pluralization similarity"", ""strength"": ""medium""}, {""migration_table"": ""user_memberships"", ""reason"": ""normalized substring/pluralization similarity"", ""strength"": ""medium""}, {""migration_table"": ""checkout_sessions"", ""reason"": ""normalized substring/pluralization similarity"", ""strength"": ""medium""}, {""migration_table"": ""dossier_exports"", ""reason"": ""normalized substring/pluralization similarity"", ""strength"": ""medium""}, {""migration_table"": ""quota_overrides"", ""reason"": ""normalized substring/pluralization similarity"", ""strength"": ""medium""}]",test/fixture likely excluded
